_id,ARREST_YEAR,DIVISION,HOOD_158,NEIGHBOURHOOD_158,SEX,AGE_COHORT,AGE_GROUP,CATEGORY,SUBTYPE,ARREST_COUNT
19289,2014,D55,54,O'Connor-Parkview (54),Male,35 to 44,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,4
19290,2016,D23,6,Kingsview Village-The Westway (6),Male,25 to 34,Adult,Criminal Code Traffic,Fail to Remain,2
19291,2021,D42,129,Agincourt North (129),Male,25 to 34,Adult,Crimes Against Property,Break and Enter,1
19292,2016,D55,64,Woodbine Corridor (64),Male,18 to 24,Adult,Crimes Against the Person,Other,1
19293,2014,D55,63,The Beaches (63),Female,18 to 24,Adult,Other Criminal Code Violations,Other,1
19294,2015,D23,2,Mount Olive-Silverstone-Jamestown (2),Male,25 to 34,Adult,Crimes Against Property,Theft Under $5000,15
19295,2022,D55,65,Greenwood-Coxwell (65),Male,18 to 24,Adult,Crimes Against the Person,Assaults,6
19296,2022,D51,70,South Riverdale (70),Male,18 to 24,Adult,Other Criminal Code Violations,Firearm-Related,3
19297,2022,D12,90,Junction Area (90),Male,18 to 24,Adult,Crimes Against Property,Other,2
19298,2020,D22,11,Eringate-Centennial-West Deane (11),Male,18 to 24,Adult,Other Criminal Code Violations,Firearm-Related,1
19299,2014,D43,136,West Hill (136),Male,45 to 54,Adult,Crimes Against Property,Other,12
19300,2021,D23,2,Mount Olive-Silverstone-Jamestown (2),Female,18 to 24,Adult,Criminal Code Traffic,Refuse Sample,1
19301,2020,D14,163,Fort York-Liberty Village (163),Female,25 to 34,Adult,Crimes Against Property,Fraud,1
19302,2022,D14,78,Kensington-Chinatown (78),Male,65+,Adult,Crimes Against the Person,Other,1
19303,2020,D43,139,Scarborough Village (139),Male,35 to 44,Adult,Other Criminal Code Violations,Other,19
19304,2014,D55,59,Danforth East York (59),Male,45 to 54,Adult,Controlled Drugs and Substances Act,Other,2
19305,2016,D55,64,Woodbine Corridor (64),Male,45 to 54,Adult,Crimes Against Property,Break and Enter,2
19306,2021,D11,87,High Park-Swansea (87),Male,45 to 54,Adult,Crimes Against Property,Break and Enter,2
19307,2017,D32,50,Newtonbrook East (50),Male,25 to 34,Adult,Crimes Against the Person,Other,3
19308,2014,D53,174,South Eglinton-Davisville (174),Male,18 to 24,Adult,Crimes Against the Person,Assaults,9
19309,2014,D14,83,Dufferin Grove (83),Male,<18,Youth,Crimes Against the Person,Assaults,4
19310,2021,D31,27,York University Heights (27),Female,35 to 44,Adult,Other Criminal Code Violations,Other,1
19311,2014,D43,135,Morningside (135),Male,18 to 24,Adult,Crimes Against the Person,Attempted Murder,1
19312,2019,D22,16,Stonegate-Queensway (16),Female,35 to 44,Adult,Other Criminal Code Violations,Other,1
19313,2014,D55,59,Danforth East York (59),Male,35 to 44,Adult,Crimes Against Property,Other,3
19314,2017,D41,NSA,NSA,Male,18 to 24,Adult,Crimes Against the Person,Assaults,3
19315,2018,D55,62,East End-Danforth (62),Male,<18,Youth,Other Criminal Code Violations,Other,6
19316,2017,D52,169,Bay-Cloverhill (169),Male,25 to 34,Adult,Crimes Against the Person,Robbery,1
19317,2018,D32,35,Westminster-Branson (35),Male,45 to 54,Adult,Crimes Against the Person,Sexual Violations,1
19318,2017,D14,172,Dovercourt Village (172),Male,25 to 34,Adult,Criminal Code Traffic,Refuse Sample,1
19319,2015,D52,170,Yonge-Bay Corridor (170),Male,25 to 34,Adult,Crimes Against the Person,Assaults,71
19320,2016,D32,37,Willowdale West (37),Male,18 to 24,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
19321,2021,D51,167,Church-Wellesley (167),Female,45 to 54,Adult,Other Criminal Code Violations,Other,2
19322,2014,D23,2,Mount Olive-Silverstone-Jamestown (2),Male,18 to 24,Adult,Crimes Against the Person,Sexual Violations,3
19323,2021,D31,24,Black Creek (24),Female,25 to 34,Adult,Other Criminal Code Violations,Other,1
19324,2021,D33,53,Henry Farm (53),Male,35 to 44,Adult,Crimes Against Property,Other,8
19325,2022,D31,25,Glenfield-Jane Heights (25),Male,18 to 24,Adult,Crimes Against the Person,Firearm-Related,1
19326,2016,D52,78,Kensington-Chinatown (78),Male,25 to 34,Adult,Crimes Against the Person,Robbery,1
19327,2016,D42,144,Morningside Heights (144),Male,55 to 64,Adult,Criminal Code Traffic,Refuse Sample,2
19328,2016,D14,78,Kensington-Chinatown (78),Male,<18,Youth,Crimes Against the Person,Firearm-Related,2
19329,2014,D55,59,Danforth East York (59),Male,35 to 44,Adult,Other Criminal Code Violations,Other,4
19330,2017,D55,58,Old East York (58),Male,25 to 34,Adult,Controlled Drugs and Substances Act,Other,1
19331,2017,D52,78,Kensington-Chinatown (78),Male,18 to 24,Adult,Crimes Against the Person,Other,3
19332,2020,D23,1,West Humber-Clairville (1),Male,55 to 64,Adult,Crimes Against Property,Break and Enter,1
19333,2015,D22,159,Etobicoke City Centre (159),Male,25 to 34,Adult,Criminal Code Traffic,Other,1
19334,2015,D43,136,West Hill (136),Male,45 to 54,Adult,Crimes Against the Person,Robbery,1
19335,2017,D55,44,Flemingdon Park (44),Male,65+,Adult,Controlled Drugs and Substances Act,Other,1
19336,2017,D52,168,Downtown Yonge East (168),Male,25 to 34,Adult,Crimes Against the Person,Assaults,5
19337,2019,D23,2,Mount Olive-Silverstone-Jamestown (2),Male,45 to 54,Adult,Other Criminal Code Violations,Firearm-Related,1
19338,2016,D13,101,Forest Hill South (101),Male,25 to 34,Adult,Criminal Code Traffic,Refuse Sample,1
19339,2015,D53,100,Yonge-Eglinton (100),Male,18 to 24,Adult,Crimes Against Property,Other,2
19340,2014,D55,65,Greenwood-Coxwell (65),Male,25 to 34,Adult,Crimes Against the Person,Other,4
19341,2018,D41,122,Birchcliffe-Cliffside (122),Male,35 to 44,Adult,Crimes Against the Person,Assaults,19
19342,2015,D31,23,Pelmo Park-Humberlea (23),Male,35 to 44,Adult,Crimes Against the Person,Assaults,2
19343,2020,D55,60,Woodbine-Lumsden (60),Female,18 to 24,Adult,Crimes Against Property,Other,1
19344,2019,D55,44,Flemingdon Park (44),Male,18 to 24,Adult,Controlled Drugs and Substances Act,Other,6
19345,2019,D42,148,East L'Amoreaux (148),Male,18 to 24,Adult,Crimes Against the Person,Sexual Violations,3
19346,2015,D53,102,Forest Hill North (102),Male,35 to 44,Adult,Crimes Against the Person,Assaults,2
19347,2019,D14,83,Dufferin Grove (83),Male,35 to 44,Adult,Crimes Against Property,Other,3
19348,2015,D33,42,Banbury-Don Mills (42),Male,18 to 24,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
19349,2016,D32,31,Yorkdale-Glen Park (31),Male,35 to 44,Adult,Crimes Against the Person,Assaults,9
19350,2017,D33,48,Hillcrest Village (48),Male,18 to 24,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,5
19351,2020,D55,58,Old East York (58),Male,25 to 34,Adult,Crimes Against the Person,Other,2
19352,2019,D31,154,Oakdale-Beverley Heights (154),Male,18 to 24,Adult,Crimes Against the Person,Sexual Violations,3
19353,2022,D55,61,Taylor-Massey (61),Female,35 to 44,Adult,Other Criminal Code Violations,Other,2
19354,2017,D55,44,Flemingdon Park (44),Female,<18,Youth,Crimes Against the Person,Other,2
19355,2017,D14,85,South Parkdale (85),Male,35 to 44,Adult,Crimes Against Property,Theft Under $5000,5
19356,2021,D32,27,York University Heights (27),Male,18 to 24,Adult,Crimes Against Property,Other,1
19357,2021,D42,147,L'Amoreaux West (147),Male,18 to 24,Adult,Crimes Against Property,Fraud,1
19358,2014,D13,31,Yorkdale-Glen Park (31),Male,18 to 24,Adult,Other Criminal Code Violations,Firearm-Related,1
19359,2017,D42,145,Malvern West (145),Male,18 to 24,Adult,Other Criminal Code Violations,Firearm-Related,3
19360,2016,D51,166,St Lawrence-East Bayfront-The Islands (166),Female,35 to 44,Adult,Crimes Against Property,Other,2
19361,2018,D11,89,Runnymede-Bloor West Village (89),Male,18 to 24,Adult,Other Criminal Code Violations,Other,2
19362,2021,D43,123,Cliffcrest (123),Female,18 to 24,Adult,Crimes Against Property,Fraud,3
19363,2022,D55,67,Playter Estates-Danforth (67),Female,25 to 34,Adult,Crimes Against Property,Theft Under $5000,1
19364,2016,D11,171,Junction-Wallace Emerson (171),Male,35 to 44,Adult,Crimes Against Property,Theft Under $5000,3
19365,2015,D32,NSA,NSA,Male,<18,Youth,Crimes Against the Person,Assaults,1
19366,2014,D22,18,New Toronto (18),Male,<18,Youth,Crimes Against the Person,Assaults,6
19367,2021,D55,59,Danforth East York (59),Male,18 to 24,Adult,Crimes Against Property,Fraud,2
19368,2019,D55,69,Blake-Jones (69),Male,<18,Youth,Other Criminal Code Violations,Other,10
19369,2016,D31,155,Downsview (155),Male,18 to 24,Adult,Crimes Against the Person,Assaults,8
19370,2018,D32,32,Englemount-Lawrence (32),Male,55 to 64,Adult,Other Criminal Code Violations,Other,5
19371,2018,D41,122,Birchcliffe-Cliffside (122),Male,45 to 54,Adult,Crimes Against the Person,Sexual Violations,3
19372,2021,D23,5,Elms-Old Rexdale (5),Male,35 to 44,Adult,Crimes Against Property,Other,2
19373,2019,D14,80,Palmerston-Little Italy (80),Female,65+,Adult,Crimes Against the Person,Assaults,1
19374,2019,D13,102,Forest Hill North (102),Male,<18,Youth,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
19375,2022,D32,36,Newtonbrook West (36),Male,<18,Youth,Crimes Against Property,Other,2
19376,2014,D31,25,Glenfield-Jane Heights (25),Female,18 to 24,Adult,Crimes Against Property,Other,2
19377,2021,D43,136,West Hill (136),Female,35 to 44,Adult,Crimes Against the Person,Robbery,3
19378,2018,D13,92,Corso Italia-Davenport (92),Male,35 to 44,Adult,Crimes Against the Person,Assaults,7
19379,2018,D33,52,Bayview Village (52),Male,45 to 54,Adult,Other Criminal Code Violations,Firearm-Related,1
19380,2018,D43,134,Highland Creek (134),Male,35 to 44,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
19381,2021,D55,70,South Riverdale (70),Female,35 to 44,Adult,Other Criminal Code Violations,Other,2
19382,2017,D43,139,Scarborough Village (139),Female,18 to 24,Adult,Other Criminal Code Violations,Firearm-Related,2
19383,2017,D22,159,Etobicoke City Centre (159),Male,35 to 44,Adult,Crimes Against Property,Theft Over $5000,1
19384,2021,D11,89,Runnymede-Bloor West Village (89),Male,25 to 34,Adult,Crimes Against Property,Theft Under $5000,1
19385,2021,D43,123,Cliffcrest (123),Male,<18,Youth,Crimes Against the Person,Robbery,1
19386,2015,D52,169,Bay-Cloverhill (169),Male,18 to 24,Adult,Crimes Against Property,Theft Under $5000,6
19387,2022,D42,147,L'Amoreaux West (147),Female,25 to 34,Adult,Other Criminal Code Violations,Firearm-Related,1
19388,2014,D22,161,Humber Bay Shores (161),Male,35 to 44,Adult,Crimes Against Property,Other,2
19389,2022,D53,99,Mount Pleasant East (99),Male,25 to 34,Adult,Other Criminal Code Violations,Firearm-Related,1
19390,2018,D33,40,St.Andrew-Windfields (40),Male,18 to 24,Adult,Crimes Against Property,Fraud,2
19391,2014,D55,67,Playter Estates-Danforth (67),Female,45 to 54,Adult,Other Criminal Code Violations,Other,2
19392,2020,D11,86,Roncesvalles (86),Male,55 to 64,Adult,Controlled Drugs and Substances Act,Other,1
19393,2018,D14,79,University (79),Male,25 to 34,Adult,Criminal Code Traffic,Other,1
19394,2020,D31,24,Black Creek (24),Male,18 to 24,Adult,Crimes Against Property,Other,3
19395,2017,D11,87,High Park-Swansea (87),Male,35 to 44,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
19396,2016,D22,10,Princess-Rosethorn (10),Male,35 to 44,Adult,Crimes Against the Person,Other,1
19397,2021,D51,166,St Lawrence-East Bayfront-The Islands (166),Male,35 to 44,Adult,Crimes Against Property,Break and Enter,7
19398,2017,D55,54,O'Connor-Parkview (54),Male,25 to 34,Adult,Other Criminal Code Violations,Firearm-Related,2
19399,2022,D53,103,Lawrence Park South (103),Female,18 to 24,Adult,Crimes Against the Person,Assaults,2
19400,2014,D42,118,Tam O'Shanter-Sullivan (118),Female,35 to 44,Adult,Crimes Against the Person,Other,1
19401,2021,D14,78,Kensington-Chinatown (78),Male,25 to 34,Adult,Crimes Against Property,Break and Enter,2
19402,2016,D13,107,Oakwood Village (107),Male,25 to 34,Adult,Crimes Against Property,Other,12
19403,2018,D51,74,North St.James Town (74),Male,25 to 34,Adult,Controlled Drugs and Substances Act,Other,12
19404,2019,D31,NSA,NSA,Male,45 to 54,Adult,Crimes Against the Person,Assaults,1
19405,2014,D33,48,Hillcrest Village (48),Female,35 to 44,Adult,Crimes Against the Person,Assaults,1
19406,2017,D14,85,South Parkdale (85),Female,25 to 34,Adult,Criminal Code Traffic,Fail to Remain,1
19407,2014,D53,100,Yonge-Eglinton (100),Male,55 to 64,Adult,Crimes Against the Person,Assaults,1
19408,2018,D51,74,North St.James Town (74),Male,35 to 44,Adult,Other Criminal Code Violations,Other,20
19409,2021,D55,66,Danforth (66),Male,45 to 54,Adult,Crimes Against the Person,Other,2
19410,2014,D13,32,Englemount-Lawrence (32),Male,35 to 44,Adult,Crimes Against Property,Other,1
19411,2015,D43,134,Highland Creek (134),Female,45 to 54,Adult,Crimes Against the Person,Other,2
19412,2017,D51,74,North St.James Town (74),Male,18 to 24,Adult,Crimes Against the Person,Robbery,1
19413,2019,D32,152,East Willowdale (152),Male,25 to 34,Adult,Crimes Against the Person,Assaults,4
19414,2015,D23,1,West Humber-Clairville (1),Female,25 to 34,Adult,Crimes Against Property,Other,7
19415,2019,D22,13,Etobicoke West Mall (13),Male,35 to 44,Adult,Other Criminal Code Violations,Other,3
19416,2015,D14,164,Wellington Place (164),Male,25 to 34,Adult,Crimes Against the Person,Firearm-Related,1
19417,2020,D55,61,Taylor-Massey (61),Male,55 to 64,Adult,Crimes Against Property,Theft Under $5000,2
19418,2017,D52,165,Harbourfront-CityPlace (165),Male,25 to 34,Adult,Other Criminal Code Violations,Other,15
19419,2014,D13,108,Briar Hill-Belgravia (108),Female,18 to 24,Adult,Crimes Against the Person,Robbery,1
19420,2014,D33,48,Hillcrest Village (48),Male,25 to 34,Adult,Crimes Against Property,Theft Under $5000,3
19421,2016,D11,86,Roncesvalles (86),Male,65+,Adult,Crimes Against Property,Theft Under $5000,2
19422,2016,D13,94,Wychwood (94),Female,25 to 34,Adult,Other Criminal Code Violations,Other,1
19423,2014,D55,69,Blake-Jones (69),Male,45 to 54,Adult,Crimes Against Property,Theft Under $5000,6
19424,2021,D43,138,Eglinton East (138),Male,25 to 34,Adult,Crimes Against Property,Other,3
19425,2021,D14,81,Trinity-Bellwoods (81),Female,25 to 34,Adult,Crimes Against the Person,Other,1
19426,2014,D33,150,Fenside-Parkwoods (150),Male,18 to 24,Adult,Crimes Against the Person,Robbery,1
19427,2017,D52,167,Church-Wellesley (167),Male,25 to 34,Adult,Other Criminal Code Violations,Other,6
19428,2022,D55,22,Humbermede (22),Female,35 to 44,Adult,Other Criminal Code Violations,Other,1
19429,2018,D33,150,Fenside-Parkwoods (150),Female,18 to 24,Adult,Crimes Against the Person,Assaults,2
19430,2014,D42,147,L'Amoreaux West (147),Female,35 to 44,Adult,Other Criminal Code Violations,Other,1
19431,2018,D22,20,Alderwood (20),Male,25 to 34,Adult,Controlled Drugs and Substances Act,Other,1
19432,2015,D55,54,O'Connor-Parkview (54),Male,25 to 34,Adult,Crimes Against the Person,Firearm-Related,2
19433,2020,D43,138,Eglinton East (138),Male,35 to 44,Adult,Crimes Against the Person,Sexual Violations,2
19434,2017,D43,141,Golfdale-Cedarbrae-Woburn (141),Female,25 to 34,Adult,Crimes Against Property,Theft Over $5000,1
19435,2014,NSA,NSA,NSA,Male,45 to 54,Adult,Controlled Drugs and Substances Act,Other,7
19436,2016,D13,92,Corso Italia-Davenport (92),Male,35 to 44,Adult,Crimes Against the Person,Other,4
19437,2016,D42,130,Milliken (130),Male,65+,Adult,Criminal Code Traffic,Fail to Remain,1
19438,2015,D52,NSA,NSA,Male,18 to 24,Adult,Crimes Against the Person,Sexual Violations,1
19439,2016,D33,42,Banbury-Don Mills (42),Male,18 to 24,Adult,Crimes Against the Person,Assaults,11
19440,2020,D32,151,Yonge-Doris (151),Male,45 to 54,Adult,Crimes Against the Person,Other,1
19441,2015,D32,151,Yonge-Doris (151),Male,18 to 24,Adult,Crimes Against the Person,Other,2
19442,2021,D43,NSA,NSA,Male,35 to 44,Adult,Other Criminal Code Violations,Other,1
19443,2018,D33,49,Bayview Woods-Steeles (49),Male,<18,Youth,Crimes Against Property,Break and Enter,2
19444,2016,D52,170,Yonge-Bay Corridor (170),Male,65+,Adult,Crimes Against Property,Theft Under $5000,7
19445,2014,D42,128,Agincourt South-Malvern West (128),Female,18 to 24,Adult,Crimes Against Property,Theft Under $5000,1
19446,2014,D12,23,Pelmo Park-Humberlea (23),Male,25 to 34,Adult,Crimes Against the Person,Robbery,1
19447,2017,D33,49,Bayview Woods-Steeles (49),Male,35 to 44,Adult,Crimes Against the Person,Assaults,2
19448,2020,D12,30,Brookhaven-Amesbury (30),Male,35 to 44,Adult,Crimes Against Property,Theft Under $5000,8
19449,2021,D22,160,Mimico-Queensway (160),Male,18 to 24,Adult,Other Criminal Code Violations,Other,10
19450,2014,D43,123,Cliffcrest (123),Female,65+,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
19451,2016,D41,138,Eglinton East (138),Male,18 to 24,Adult,Crimes Against the Person,Robbery,1
19452,2019,D52,170,Yonge-Bay Corridor (170),Female,45 to 54,Adult,Crimes Against the Person,Other,1
19453,2014,D42,118,Tam O'Shanter-Sullivan (118),Male,25 to 34,Adult,Criminal Code Traffic,Refuse Sample,1
19454,2016,D55,62,East End-Danforth (62),Male,55 to 64,Adult,Crimes Against the Person,Other,3
19455,2021,D51,166,St Lawrence-East Bayfront-The Islands (166),Male,55 to 64,Adult,Other Criminal Code Violations,Other,12
19456,2020,D51,74,North St.James Town (74),Male,35 to 44,Adult,Crimes Against Property,Fraud,1
19457,2015,D11,89,Runnymede-Bloor West Village (89),Male,18 to 24,Adult,Crimes Against Property,Other,3
19458,2015,D33,49,Bayview Woods-Steeles (49),Male,45 to 54,Adult,Other Criminal Code Violations,Other,1
19459,2020,D33,46,Pleasant View (46),Male,45 to 54,Adult,Crimes Against Property,Theft Under $5000,1
19460,2017,D42,144,Morningside Heights (144),Male,18 to 24,Adult,Crimes Against the Person,Sexual Violations,1
19461,2021,D33,150,Fenside-Parkwoods (150),Male,35 to 44,Adult,Crimes Against Property,Other,3
19462,2016,D43,157,Bendale South (157),Male,55 to 64,Adult,Crimes Against the Person,Other,1
19463,2018,D41,120,Clairlea-Birchmount (120),Male,25 to 34,Adult,Crimes Against Property,Fraud,2
19464,2019,D43,134,Highland Creek (134),Male,<18,Youth,Crimes Against Property,Theft Under $5000,1
19465,2014,D32,155,Downsview (155),Male,25 to 34,Adult,Criminal Code Traffic,Dangerous Driving,1
19466,2016,D41,121,Oakridge (121),Male,18 to 24,Adult,Crimes Against the Person,Assaults,5
19467,2022,D41,126,Dorset Park (126),Female,65+,Adult,Crimes Against Property,Theft Under $5000,1
19468,2022,D51,168,Downtown Yonge East (168),Female,35 to 44,Adult,Crimes Against Property,Theft Under $5000,12
19469,2014,D23,2,Mount Olive-Silverstone-Jamestown (2),Male,<18,Youth,Crimes Against the Person,Attempted Murder,2
